is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_13_优质有限公司,民营,2013,AA,0.0139,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",27140294.0,16528826.0,5353524,10611468,A,7892399,1615692,402443,4,28241040,4052736,100%,0,0,0,否,4695743,827992,未命中,未命中,未命中,正常,171960,35362,47460,否,否,批发零售,深圳分行
False,否,测试企业_14_优质有限公司,外资,2014,AA,0.1219,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",22438371.0,16496126.0,2897162,5942245,A,4474007,1190926,72803,2,19708375,2943150,100%,0,0,0,否,5834169,1403167,未命中,未命中,未命中,正常,127990,30811,44425,否,否,计算机服务业,成都分行
False,否,测试企业_15_优质有限公司,合资,2011,AAA,0.0323,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",28230427.0,22873811.0,2601994,5356616,B,2600953,1319679,201780,4,16326720,2156198,100%,0,0,0,否,16320452,4241657,未命中,未命中,未命中,正常,296998,40582,76080,否,否,制造业,成都分行
False,否,测试企业_16_优质有限公司,民营,2019,AA,0.0641,否,贷后检查：企业订单量稳定，现金流充裕。,6944406.0,5112516.0,949907,1831890,B,6733833,262394,430353,1,21716173,3490205,100%,0,0,0,否,6345594,2382429,未命中,未命中,未命中,正常,361152,114849,162980,否,否,建筑业,广州分行
False,否,测试企业_17_优质有限公司,国有,2012,AA,0.0974,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",5742819.0,3963491.0,979676,1779328,A,5463659,381071,212142,4,21393230,1343114,100%,0,0,0,否,16018358,3799682,未命中,未命中,未命中,正常,359239,173232,103443,否,否,餐饮业,广州分行
False,否,测试企业_18_优质有限公司,国有,2022,AAA,0.1168,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",17759779.0,14650997.0,1507653,3108782,A,3407112,411865,409690,2,20103194,3676286,100%,0,0,0,否,1802607,684017,未命中,未命中,未命中,正常,90532,39476,18974,否,否,餐饮业,上海分行
False,否,测试企业_19_优质有限公司,合资,2016,A,0.1823,否,贷后检查：企业订单量稳定，现金流充裕。,25591606.0,20091732.0,2720039,5499874,B,5134309,1310607,365319,3,36824328,3170718,100%,0,0,0,否,1729095,187996,未命中,未命中,未命中,正常,482748,185666,71822,否,否,建筑业,广州分行
False,否,测试企业_20_优质有限公司,外资,2015,A,0.0264,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",39123800.0,33924745.0,2624496,5199055,A,1293142,1550797,225091,4,6291801,2528951,100%,0,0,0,否,2119237,797115,未命中,未命中,未命中,正常,470932,95834,88893,否,否,制造业,广州分行
True,是,测试企业_21_风险有限公司,民营,2020,CC,0.6387,是,贷后检查：企业库存积压，销售回款放缓。,30908842.0,33318564.0,-1183692,-2409722,D,4892,-296342,3074,6,32662833,895894,63%,1,6,928904,是,6406900,5812034,命中,命中,命中,高风险,358804,298341,343294,否,否,餐饮业,广州分行
False,否,测试企业_22_优质有限公司,国有,2021,A,0.1297,否,贷后检查：企业订单量稳定，现金流充裕。,27102057.0,23128647.0,1938977,3973410,A,8305744,814156,89793,4,27725081,4460519,100%,0,0,0,否,18438959,2798879,未命中,未命中,未命中,正常,296843,125682,100217,否,否,餐饮业,北京分行
False,否,测试企业_23_优质有限公司,外资,2021,A,0.0777,否,贷后检查：企业订单量稳定，现金流充裕。,18830422.0,11410836.0,3793763,7419586,B,9967648,1683993,243503,4,45371597,3965176,100%,0,0,0,否,15310633,4309382,未命中,未命中,未命中,正常,63852,16309,8558,否,否,餐饮业,上海分行
False,否,测试企业_24_优质有限公司,国有,2016,A,0.116,否,贷后检查：企业近期经营正常，无异常风险信号。,16490487.0,11988288.0,2234796,4502199,B,7457521,1851112,157114,1,44114169,2547475,100%,0,0,0,否,3046869,1183015,未命中,未命中,未命中,正常,462205,150110,62816,否,否,交通运输,北京分行
True,是,测试企业_25_风险有限公司,外资,2010,C,0.5349,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业实际控制人失联，风险陡增。",27883825.0,32473364.0,-2369339,-4589539,D,19689,-488174,2622,10,36964155,4580477,73%,1,3,699981,是,1538173,1276249,命中,命中,命中,高风险,398847,388622,387666,否,否,制造业,上海分行
False,否,测试企业_26_优质有限公司,外资,2013,AAA,0.1921,否,贷后检查：企业近期经营正常，无异常风险信号。,2729359.0,1865368.0,395074,863991,B,9994658,1331693,499696,1,39092298,4947770,100%,0,0,0,否,18109626,4265965,未命中,未命中,未命中,正常,169069,49367,68732,否,否,批发零售,广州分行
True,是,测试企业_27_风险有限公司,国有,2020,CC,0.6844,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业库存积压，销售回款放缓。",26594622.0,29913475.0,-1617360,-3318853,C,24871,-280061,3019,6,26935030,1947965,51%,1,9,779978,是,9332681,9137681,未命中,命中,命中,高风险,93628,76445,88402,否,是,交通运输,上海分行
False,否,测试企业_28_优质有限公司,外资,2016,AAA,0.0105,否,贷后检查：企业订单量稳定，现金流充裕。,29993135.0,20249574.0,4809960,9743561,A,4971484,226146,221699,1,12489440,2250653,100%,0,0,0,否,17834741,4633214,未命中,未命中,未命中,正常,51521,5424,20744,否,否,餐饮业,上海分行
False,否,测试企业_29_优质有限公司,国有,2014,AA,0.0973,否,贷后检查：企业订单量稳定，现金流充裕。,47162887.0,32738586.0,7195693,14424301,B,6407824,807116,391244,4,18410156,1342831,100%,0,0,0,否,3221297,399204,未命中,未命中,未命中,正常,293517,137852,42038,否,否,批发零售,上海分行
False,否,测试企业_30_优质有限公司,民营,2015,A,0.0397,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",21136691.0,16432869.0,2446565,4703822,A,7543761,1040547,152527,2,22212122,2067268,100%,0,0,0,否,2779875,927751,未命中,未命中,未命中,正常,344103,87593,108982,否,否,计算机服务业,深圳分行
False,否,测试企业_31_优质有限公司,国有,2017,AAA,0.1579,否,贷后检查：企业近期经营正常，无异常风险信号。,39805734.0,35493601.0,2237182,4312133,A,7965011,1684334,227917,3,25770453,781767,100%,0,0,0,否,14173434,4982003,未命中,未命中,未命中,正常,282612,127468,64349,否,否,批发零售,深圳分行
False,否,测试企业_32_优质有限公司,国有,2022,AAA,0.0942,否,贷后检查：企业订单量稳定，现金流充裕。,49733531.0,36600497.0,6567148,13133034,A,2305182,390752,480384,1,38502920,1668001,100%,0,0,0,否,15767871,2233812,未命中,未命中,未命中,正常,296189,31906,73196,否,否,交通运输,成都分行
False,否,测试企业_33_优质有限公司,外资,2015,AAA,0.1479,否,贷后检查：企业订单量稳定，现金流充裕。,47747711.0,30836929.0,8538637,16910782,B,7764947,221680,311445,1,19943169,4272115,100%,0,0,0,否,14132113,2800947,未命中,未命中,未命中,正常,192997,59033,78923,否,否,计算机服务业,北京分行
False,否,测试企业_34_优质有限公司,外资,2022,AAA,0.0434,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",6044533.0,4916717.0,550394,1127816,A,9786447,1142664,98634,3,38455804,2628986,100%,0,0,0,否,10537635,3668792,未命中,未命中,未命中,正常,297290,97317,142887,否,否,制造业,广州分行
True,是,测试企业_35_风险有限公司,合资,2019,C,0.8838,是,贷后检查：企业库存积压，销售回款放缓。,6948248.0,9187025.0,-1193335,-2238777,C,31577,-269684,779,9,40406463,4257410,68%,4,9,579899,是,4623445,4010192,未命中,命中,未命中,高风险,352924,331635,315237,否,否,批发零售,深圳分行
True,是,测试企业_36_风险有限公司,国有,2011,C,0.5832,是,贷后检查：企业实际控制人失联，风险陡增。,37138979.0,43348048.0,-3116792,-6209069,C,18931,-164007,1951,7,22604903,1050024,66%,3,4,975258,是,1207957,982845,未命中,命中,命中,高风险,481597,434089,417849,否,否,餐饮业,广州分行
False,否,测试企业_37_优质有限公司,外资,2018,AAA,0.0535,否,贷后检查：企业近期经营正常，无异常风险信号。,34258937.0,25451803.0,4492999,8807134,A,8337076,1397999,121478,2,6646242,1695231,100%,0,0,0,否,3159485,913493,未命中,未命中,未命中,正常,495533,209755,197142,否,否,计算机服务业,广州分行
False,否,测试企业_38_优质有限公司,外资,2010,AA,0.0687,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",32430874.0,24957262.0,3756512,7473612,A,2579630,1349831,285777,3,35535876,1494416,100%,0,0,0,否,17464940,5127375,未命中,未命中,未命中,正常,56413,23756,7710,否,否,建筑业,深圳分行
False,否,测试企业_39_优质有限公司,国有,2015,A,0.0323,否,贷后检查：企业近期经营正常，无异常风险信号。,12143008.0,8299328.0,1832200,3843680,B,9170636,1565714,290749,4,18941447,1999180,100%,0,0,0,否,15926711,4461053,未命中,未命中,未命中,正常,59616,19992,23808,否,否,交通运输,上海分行
False,否,测试企业_40_优质有限公司,国有,2018,AA,0.18,否,贷后检查：企业近期经营正常，无异常风险信号。,3419981.0,2778237.0,409288,641744,B,7944407,197981,456978,1,12590993,4493949,100%,0,0,0,否,3643480,980009,未命中,未命中,未命中,正常,354809,173209,97814,否,否,餐饮业,成都分行
False,否,测试企业_41_优质有限公司,合资,2012,AA,0.0593,否,贷后检查：企业近期经营正常，无异常风险信号。,20281613.0,14749172.0,2760004,5532441,A,6817407,1083674,195336,3,28513917,2090188,100%,0,0,0,否,8821505,1226370,未命中,未命中,未命中,正常,444492,99985,99628,否,否,建筑业,上海分行
False,否,测试企业_42_优质有限公司,国有,2012,AA,0.1754,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",35863657.0,27430172.0,4237315,8433485,B,1436645,1835125,493004,1,39460754,3737897,100%,0,0,0,否,13987139,4022632,未命中,未命中,未命中,正常,364721,60322,43346,否,否,计算机服务业,上海分行
False,否,测试企业_43_优质有限公司,外资,2022,A,0.146,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",16263811.0,10000981.0,3177753,6262830,B,4557829,442374,243262,2,32860978,2336526,100%,0,0,0,否,12522791,3459739,未命中,未命中,未命中,正常,460363,138716,179938,否,否,建筑业,广州分行
False,否,测试企业_44_优质有限公司,国有,2016,AA,0.1629,否,贷后检查：企业订单量稳定，现金流充裕。,4658548.0,3378681.0,608452,1279867,A,9669782,1982174,207105,1,35952465,1308777,100%,0,0,0,否,7606871,1987481,未命中,未命中,未命中,正常,295640,144564,48088,否,否,制造业,上海分行
False,否,测试企业_45_优质有限公司,外资,2019,A,0.1428,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",13781259.0,10476244.0,1564969,3305015,B,5073021,231909,390796,2,16590286,3517955,100%,0,0,0,否,6737415,1344437,未命中,未命中,未命中,正常,303584,102429,105368,否,否,餐饮业,深圳分行
False,否,测试企业_46_优质有限公司,国有,2018,A,0.07,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",8053864.0,5860742.0,1109924,2193122,B,9076136,1192306,193644,1,32590086,2952653,100%,0,0,0,否,10925708,4046438,未命中,未命中,未命中,正常,366544,81964,73830,否,否,计算机服务业,深圳分行
False,否,测试企业_47_优质有限公司,国有,2013,A,0.0962,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",22819313.0,16677614.0,2970903,6141699,B,6263932,1635707,148388,4,14175686,589953,100%,0,0,0,否,13056552,3865610,未命中,未命中,未命中,正常,296829,64881,92253,否,否,餐饮业,上海分行
False,否,测试企业_48_优质有限公司,合资,2013,AAA,0.0276,否,贷后检查：企业近期经营正常，无异常风险信号。,48274503.0,32240255.0,7946594,16034248,A,7595624,136376,162797,4,41500262,2760535,100%,0,0,0,否,5387204,837754,未命中,未命中,未命中,正常,70778,22918,24298,否,否,交通运输,深圳分行
False,否,测试企业_49_优质有限公司,国有,2021,A,0.0543,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",12956631.0,10701890.0,1089131,2254741,B,5001394,835841,263954,4,33113111,4284691,100%,0,0,0,否,16838052,4300419,未命中,未命中,未命中,正常,392313,167622,78318,否,否,交通运输,上海分行
False,否,测试企业_50_优质有限公司,合资,2012,AAA,0.1234,否,贷后检查：企业近期经营正常，无异常风险信号。,11404843.0,9324830.0,1086058,2080013,B,1133539,1731790,140811,4,26354411,3204052,100%,0,0,0,否,15696891,2077104,未命中,未命中,未命中,正常,149821,38950,21813,否,否,计算机服务业,上海分行
False,否,测试企业_51_优质有限公司,合资,2019,AAA,0.1384,否,贷后检查：企业近期经营正常，无异常风险信号。,28294087.0,17168748.0,5549556,11125339,B,2245044,1429228,180151,2,45595165,2560960,100%,0,0,0,否,6093340,2299142,未命中,未命中,未命中,正常,213869,57146,26018,否,否,批发零售,广州分行
False,否,测试企业_52_优质有限公司,国有,2019,AA,0.0931,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",1690350.0,1278121.0,202732,412229,A,5723378,1600583,271366,2,49462416,1624360,100%,0,0,0,否,6435041,857212,未命中,未命中,未命中,正常,440534,157289,46776,否,否,餐饮业,成都分行
False,否,测试企业_53_优质有限公司,合资,2017,A,0.0487,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",11123803.0,7290151.0,1823913,3833652,B,1944042,274595,128886,4,10228978,2083099,100%,0,0,0,否,13693752,2592833,未命中,未命中,未命中,正常,390209,53260,46769,否,否,建筑业,北京分行
True,是,测试企业_54_风险有限公司,民营,2012,B,0.6534,是,贷后检查：企业存在延迟付息情况，需关注。,19872294.0,18363948.0,764213,1508346,D,9925,-182367,3916,9,25701758,4115349,53%,1,10,759979,是,17235419,17089976,命中,命中,命中,高风险,187477,165105,185555,是,否,交通运输,广州分行
True,是,测试企业_55_风险有限公司,合资,2017,B,0.7766,是,贷后检查：企业存在延迟付息情况，需关注。,17473305.0,21097095.0,-1716088,-3623790,C,15843,-362687,1531,9,27762075,2161860,72%,4,9,197129,是,1669114,1634289,命中,未命中,命中,高风险,462100,440238,422746,是,是,计算机服务业,深圳分行
True,是,测试企业_56_风险有限公司,国有,2011,B,0.5392,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业涉及诉讼，已冻结部分账户。",5016938.0,7354826.0,-1170950,-2337888,D,27530,-308698,4888,7,38605604,1174226,59%,1,9,239220,是,13403822,11376532,命中,未命中,命中,高风险,322234,306701,261373,是,是,制造业,深圳分行
True,是,测试企业_57_风险有限公司,民营,2012,B,0.8341,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业涉及诉讼，已冻结部分账户。",15830876.0,16583918.0,-338781,-753042,D,24662,-222589,3045,7,37374793,4461308,68%,4,8,780192,是,5091171,4780519,命中,未命中,命中,高风险,244232,235927,211533,是,是,制造业,深圳分行
False,否,测试企业_58_优质有限公司,外资,2022,A,0.1858,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",33883006.0,26420873.0,3808210,7462133,B,8438357,1179042,131189,4,48546516,1710770,100%,0,0,0,否,18807106,2680700,未命中,未命中,未命中,正常,73444,19943,7644,否,否,餐饮业,深圳分行
False,否,测试企业_59_优质有限公司,国有,2015,AAA,0.0885,否,贷后检查：企业近期经营正常，无异常风险信号。,25826969.0,18835394.0,3594015,6991575,B,9507353,1212900,353924,3,17739543,2582728,100%,0,0,0,否,11618844,4581084,未命中,未命中,未命中,正常,432245,74201,83489,否,否,批发零售,成都分行
False,否,测试企业_60_优质有限公司,外资,2015,AAA,0.0863,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",39164591.0,30554655.0,4395516,8609936,A,6130608,1196871,255431,1,25073730,2373611,100%,0,0,0,否,16162283,4459816,未命中,未命中,未命中,正常,335254,159764,113240,否,否,交通运输,上海分行
False,否,测试企业_61_优质有限公司,外资,2019,AAA,0.1739,否,贷后检查：企业订单量稳定，现金流充裕。,22328982.0,18163104.0,2053522,4165878,B,1042821,288054,147936,2,41252691,4935932,100%,0,0,0,否,7572236,1707828,未命中,未命中,未命中,正常,384616,124607,123070,否,否,计算机服务业,上海分行
True,是,测试企业_62_风险有限公司,国有,2017,C,0.8595,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。",30446617.0,41960331.0,-5785215,-11513714,C,4439,-375261,888,7,38923654,2606039,51%,4,5,678792,是,5532157,5062332,未命中,命中,未命中,高风险,483166,393070,406745,否,是,计算机服务业,北京分行
False,否,测试企业_63_优质有限公司,外资,2013,AAA,0.0302,否,贷后检查：企业近期经营正常，无异常风险信号。,41418584.0,35939942.0,2803582,5478642,B,9047066,1646647,183601,3,7050667,3573792,100%,0,0,0,否,15644663,1771715,未命中,未命中,未命中,正常,408101,159373,95318,否,否,建筑业,成都分行
False,否,测试企业_64_优质有限公司,民营,2015,A,0.1381,否,贷后检查：企业订单量稳定，现金流充裕。,22295029.0,15866862.0,3227657,6428167,B,9538717,1177246,215397,3,17813385,657721,100%,0,0,0,否,7147176,1475922,未命中,未命中,未命中,正常,307006,49374,57544,否,否,交通运输,北京分行
False,否,测试企业_65_优质有限公司,国有,2012,AAA,0.1092,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",2133127.0,1531423.0,321734,601704,B,6556619,202117,197519,1,16334501,1062126,100%,0,0,0,否,13832293,1649262,未命中,未命中,未命中,正常,322784,60847,161093,否,否,建筑业,成都分行
False,否,测试企业_66_优质有限公司,外资,2022,AA,0.1768,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",7166677.0,5211110.0,912981,1955567,B,7285399,1147913,254947,3,7395788,1248498,100%,0,0,0,否,15667705,1743261,未命中,未命中,未命中,正常,316792,57471,52076,否,否,批发零售,深圳分行
False,否,测试企业_67_优质有限公司,国有,2012,A,0.1382,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",47430268.0,32297500.0,7630318,15132768,A,2988388,1357038,68700,3,43566983,4332430,100%,0,0,0,否,8069925,1023391,未命中,未命中,未命中,正常,233704,99641,26382,否,否,制造业,北京分行
True,是,测试企业_68_风险有限公司,合资,2014,CC,0.8686,是,贷后检查：企业涉及诉讼，已冻结部分账户。,28432871.0,37948748.0,-4698053,-9515877,D,19398,-451730,4279,5,35079105,3487874,62%,3,8,451174,是,8395115,7895070,命中,未命中,未命中,高风险,332123,308806,313525,是,是,交通运输,深圳分行
False,否,测试企业_69_优质有限公司,合资,2018,AAA,0.1357,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",20251360.0,16138154.0,2062469,4113206,B,7225403,1012846,234508,4,27397415,1037892,100%,0,0,0,否,1687336,618352,未命中,未命中,未命中,正常,439409,101181,150675,否,否,计算机服务业,上海分行
False,否,测试企业_70_优质有限公司,外资,2019,AA,0.1258,否,贷后检查：企业近期经营正常，无异常风险信号。,44526050.0,29167731.0,7752946,15358319,A,2434136,1787869,344384,1,11630823,4258076,100%,0,0,0,否,9850613,3587354,未命中,未命中,未命中,正常,415905,162144,80372,否,否,制造业,上海分行
False,否,测试企业_71_优质有限公司,合资,2017,AAA,0.0926,否,贷后检查：企业近期经营正常，无异常风险信号。,43809799.0,38163755.0,2909115,5646044,A,1991977,157733,415794,3,17097212,2718494,100%,0,0,0,否,14449790,1694483,未命中,未命中,未命中,正常,116286,51128,30022,否,否,批发零售,广州分行
True,是,测试企业_72_风险有限公司,国有,2019,CC,0.62,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业库存积压，销售回款放缓。",34689560.0,37368010.0,-1306329,-2678450,C,439,-219676,850,5,21914972,2497340,65%,3,8,827197,是,13263185,11585715,命中,命中,未命中,高风险,77333,70151,75511,否,是,制造业,北京分行
False,否,测试企业_73_优质有限公司,民营,2015,AA,0.0804,否,贷后检查：企业近期经营正常，无异常风险信号。,48657497.0,38850411.0,4894801,9807086,B,8654018,1560485,433800,1,39813419,2108453,100%,0,0,0,否,18628916,4159746,未命中,未命中,未命中,正常,149770,54550,39239,否,否,批发零售,广州分行
False,否,测试企业_74_优质有限公司,外资,2015,AAA,0.0921,否,贷后检查：企业订单量稳定，现金流充裕。,32746529.0,23953779.0,4431378,8792750,B,6259329,1883709,166750,4,19701091,4810275,100%,0,0,0,否,19531459,6259684,未命中,未命中,未命中,正常,382975,88208,131499,否,否,计算机服务业,深圳分行
False,否,测试企业_75_优质有限公司,国有,2012,AAA,0.136,否,贷后检查：企业订单量稳定，现金流充裕。,27675593.0,18767001.0,4479329,8908592,A,3406640,654590,199561,1,41301224,3980916,100%,0,0,0,否,9702122,2797115,未命中,未命中,未命中,正常,431553,104639,124619,否,否,餐饮业,广州分行
False,否,测试企业_76_优质有限公司,外资,2014,AAA,0.0513,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",20874816.0,14674234.0,3070630,6200582,B,5742765,1898439,418905,4,16111596,3375974,100%,0,0,0,否,3180842,744762,未命中,未命中,未命中,正常,264970,29389,129758,否,否,交通运输,北京分行
False,否,测试企业_77_优质有限公司,国有,2021,AA,0.1982,否,贷后检查：企业近期经营正常，无异常风险信号。,41775736.0,26145330.0,7800951,15630406,B,5679268,1490443,380626,3,45709953,2967350,100%,0,0,0,否,2693074,462505,未命中,未命中,未命中,正常,246416,49320,77131,否,否,建筑业,广州分行
