is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_10_优质有限公司,外资,2013,AAA,0.1716,否,贷后检查：企业订单量稳定，现金流充裕。,31902723.0,23954090.0,3932692,7948633,A,4361722,524410,233158,4,9317057,1811832,100%,0,0,0,否,12868175,4364770,未命中,未命中,未命中,正常,51136,18670,19842,否,否,建筑业,广州分行
False,否,测试企业_11_优质有限公司,民营,2021,AAA,0.0336,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",1681781.0,1350925.0,176730,330856,B,3469786,483351,342153,2,17608039,3498988,100%,0,0,0,否,10022534,1316936,未命中,未命中,未命中,正常,427144,195498,58079,否,否,建筑业,深圳分行
True,是,测试企业_12_风险有限公司,国有,2018,B,0.5445,是,贷后检查：企业库存积压，销售回款放缓。,32437879.0,30242951.0,1145388,2194928,D,44716,-466855,4674,10,47985463,3293226,64%,3,3,285185,是,7087000,6089204,命中,未命中,命中,高风险,256218,237740,221509,是,是,交通运输,深圳分行
False,否,测试企业_13_优质有限公司,国有,2019,A,0.0563,否,贷后检查：企业订单量稳定，现金流充裕。,24857640.0,18182400.0,3291351,6675240,A,6611891,714957,498227,3,46072646,585084,100%,0,0,0,否,9016476,1336822,未命中,未命中,未命中,正常,99668,16147,16289,否,否,建筑业,成都分行
False,否,测试企业_14_优质有限公司,民营,2016,AAA,0.1556,否,贷后检查：企业订单量稳定，现金流充裕。,44583886.0,31026007.0,6723661,13557879,A,9199593,1940140,414083,2,46848351,2296925,100%,0,0,0,否,10818694,3442354,未命中,未命中,未命中,正常,332046,72357,136288,否,否,批发零售,北京分行
False,否,测试企业_15_优质有限公司,民营,2019,AAA,0.0534,否,贷后检查：企业近期经营正常，无异常风险信号。,16110479.0,13179726.0,1526273,2930753,B,2879365,192838,247939,3,15324676,758959,100%,0,0,0,否,14601581,3278917,未命中,未命中,未命中,正常,423166,93851,124487,否,否,批发零售,北京分行
False,否,测试企业_16_优质有限公司,民营,2010,A,0.1019,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",5888752.0,4999987.0,346508,888765,A,2859379,1987362,113732,3,19256123,4140817,100%,0,0,0,否,15089199,4628868,未命中,未命中,未命中,正常,114726,34697,46576,否,否,建筑业,广州分行
False,否,测试企业_17_优质有限公司,外资,2016,AA,0.1846,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",20699524.0,13175274.0,3854885,7524250,A,5465160,1381311,154906,2,43510226,770392,100%,0,0,0,否,18061944,6006431,未命中,未命中,未命中,正常,408956,189049,101323,否,否,计算机服务业,深圳分行
False,否,测试企业_18_优质有限公司,合资,2017,A,0.0728,否,贷后检查：企业近期经营正常，无异常风险信号。,16118891.0,12846328.0,1581680,3272563,B,6559104,1461583,491967,4,46842382,4791099,100%,0,0,0,否,13935528,1488774,未命中,未命中,未命中,正常,152214,63012,42309,否,否,交通运输,深圳分行
False,否,测试企业_19_优质有限公司,民营,2012,AAA,0.1379,否,贷后检查：企业近期经营正常，无异常风险信号。,29150465.0,19728981.0,4783596,9421484,B,1543339,779604,407276,2,18015263,1289319,100%,0,0,0,否,12852607,2672502,未命中,未命中,未命中,正常,273102,101827,36404,否,否,交通运输,成都分行
False,否,测试企业_20_优质有限公司,国有,2010,AA,0.0982,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",6236114.0,5322689.0,362105,913425,A,9487961,1774070,112904,4,32895275,2007839,100%,0,0,0,否,18437773,2852475,未命中,未命中,未命中,正常,400256,138729,114990,否,否,计算机服务业,成都分行
False,否,测试企业_21_优质有限公司,合资,2012,AAA,0.0401,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",4754527.0,4123341.0,366515,631186,A,2671556,237389,90764,2,26540265,1301898,100%,0,0,0,否,10742118,3495174,未命中,未命中,未命中,正常,306768,115073,100779,否,否,制造业,广州分行
False,否,测试企业_22_优质有限公司,民营,2015,AAA,0.0979,否,贷后检查：企业订单量稳定，现金流充裕。,32599640.0,25914679.0,3271917,6684961,B,7326860,1132927,269249,1,25573754,1893229,100%,0,0,0,否,1026556,367977,未命中,未命中,未命中,正常,477001,181262,125604,否,否,计算机服务业,广州分行
False,否,测试企业_23_优质有限公司,合资,2019,A,0.1179,否,贷后检查：企业订单量稳定，现金流充裕。,5388250.0,3794595.0,749253,1593655,A,9542494,372445,121501,3,26018955,1791260,100%,0,0,0,否,2190248,685377,未命中,未命中,未命中,正常,261756,57964,83306,否,否,制造业,成都分行
False,否,测试企业_24_优质有限公司,合资,2018,AA,0.1553,否,贷后检查：企业近期经营正常，无异常风险信号。,34622285.0,31034267.0,1712933,3588018,A,5437361,892229,338136,3,5275993,3431125,100%,0,0,0,否,15183321,1833390,未命中,未命中,未命中,正常,309531,75180,75125,否,否,餐饮业,广州分行
False,否,测试企业_25_优质有限公司,外资,2011,A,0.1598,否,贷后检查：企业订单量稳定，现金流充裕。,18667924.0,15250372.0,1613348,3417552,A,8160952,586272,374830,4,36845410,2577510,100%,0,0,0,否,2960007,965326,未命中,未命中,未命中,正常,238237,90917,79038,否,否,交通运输,深圳分行
False,否,测试企业_26_优质有限公司,外资,2015,A,0.1567,否,贷后检查：企业订单量稳定，现金流充裕。,31368685.0,24909806.0,3318303,6458879,A,1346945,1611611,210345,2,13110804,4760733,100%,0,0,0,否,16071139,2494758,未命中,未命中,未命中,正常,89585,12695,9015,否,否,餐饮业,上海分行
True,是,测试企业_27_风险有限公司,合资,2018,B,0.8218,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。",37473896.0,52099129.0,-7245939,-14625233,C,44619,-344755,973,10,26509319,3278039,57%,4,9,258135,是,14402828,11657202,未命中,命中,命中,高风险,237860,219688,221372,否,否,制造业,深圳分行
True,是,测试企业_28_风险有限公司,民营,2018,C,0.6656,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业存在延迟付息情况，需关注。",1622073.0,2204023.0,-272791,-581950,D,17438,-302304,876,5,34419673,700950,75%,4,5,614996,是,17778312,17648918,命中,命中,命中,高风险,138509,131636,121037,是,否,批发零售,广州分行
False,否,测试企业_29_优质有限公司,民营,2016,AAA,0.0914,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",34610533.0,27187215.0,3714239,7423318,B,6034069,994269,233001,3,25072540,2406239,100%,0,0,0,否,10219712,2719639,未命中,未命中,未命中,正常,437436,69781,169904,否,否,建筑业,深圳分行
False,否,测试企业_30_优质有限公司,合资,2012,AAA,0.1517,否,贷后检查：企业近期经营正常，无异常风险信号。,35072747.0,29399303.0,2855242,5673444,A,9756801,1198356,90485,2,14771296,1366510,100%,0,0,0,否,3860510,695511,未命中,未命中,未命中,正常,344276,68217,127178,否,否,计算机服务业,广州分行
False,否,测试企业_31_优质有限公司,外资,2012,A,0.0494,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",5744194.0,4769865.0,552204,974329,B,7208791,811612,484540,2,30859671,1104841,100%,0,0,0,否,4808473,1128568,未命中,未命中,未命中,正常,249288,111505,53135,否,否,餐饮业,成都分行
True,是,测试企业_32_风险有限公司,合资,2019,B,0.6547,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。",43930792.0,62541684.0,-9276239,-18610892,D,25826,-168267,3830,9,30684244,2745775,68%,5,9,789263,是,15562584,15512546,命中,命中,命中,高风险,457853,399960,429925,是,是,制造业,广州分行
True,是,测试企业_33_风险有限公司,国有,2010,B,0.8397,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。",11839651.0,14280487.0,-1122645,-2440836,D,13599,-372781,2935,6,24829115,3788652,57%,1,7,387947,是,6573003,5976430,命中,未命中,命中,高风险,125412,105053,110537,否,是,餐饮业,北京分行
True,是,测试企业_34_风险有限公司,民营,2019,B,0.832,是,贷后检查：企业涉及诉讼，已冻结部分账户。,24894921.0,22476722.0,1120462,2418199,C,37336,-91663,514,8,8231428,1794090,55%,1,8,647340,是,13279013,11248117,命中,命中,未命中,高风险,232991,196416,188808,否,是,计算机服务业,广州分行
False,否,测试企业_35_优质有限公司,合资,2018,A,0.1,否,贷后检查：企业近期经营正常，无异常风险信号。,3721184.0,2615452.0,552446,1105732,B,3978414,1368555,50894,4,47122197,1190605,100%,0,0,0,否,3785089,996602,未命中,未命中,未命中,正常,320161,46827,105365,否,否,计算机服务业,北京分行
False,否,测试企业_36_优质有限公司,国有,2020,AA,0.1433,否,贷后检查：企业订单量稳定，现金流充裕。,10555700.0,8213296.0,1184623,2342404,A,1881136,938238,390062,2,10237337,3700877,100%,0,0,0,否,15366515,6072004,未命中,未命中,未命中,正常,430605,189621,195532,否,否,餐饮业,上海分行
False,否,测试企业_37_优质有限公司,外资,2010,AA,0.0514,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",25236418.0,21927615.0,1739257,3308803,A,9879191,748603,290578,1,6025826,1642825,100%,0,0,0,否,16469329,5982829,未命中,未命中,未命中,正常,355469,76467,162455,否,否,餐饮业,深圳分行
False,否,测试企业_38_优质有限公司,国有,2020,A,0.1306,否,贷后检查：企业订单量稳定，现金流充裕。,49102927.0,34460905.0,7255476,14642022,A,1406864,1559836,54433,3,10576108,2452682,100%,0,0,0,否,6306965,1104465,未命中,未命中,未命中,正常,85770,35865,24144,否,否,批发零售,上海分行
True,是,测试企业_39_风险有限公司,外资,2014,CC,0.5823,是,贷后检查：企业库存积压，销售回款放缓。,2316729.0,2986833.0,-391027,-670104,D,45451,-305596,4117,5,39611058,3463428,73%,3,4,421213,是,13223141,12453401,命中,命中,命中,高风险,274825,269400,267325,否,否,批发零售,深圳分行
False,否,测试企业_40_优质有限公司,国有,2012,AA,0.0297,否,贷后检查：企业订单量稳定，现金流充裕。,45966337.0,28030959.0,8983335,17935378,A,2036841,1219670,410088,4,47558740,4795836,100%,0,0,0,否,9191667,1568818,未命中,未命中,未命中,正常,291567,104464,59020,否,否,批发零售,北京分行
False,否,测试企业_41_优质有限公司,国有,2016,A,0.1862,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",31018254.0,27344496.0,1902464,3673758,A,4690452,751411,281904,1,10475816,748849,100%,0,0,0,否,10922674,3154756,未命中,未命中,未命中,正常,226332,88251,86581,否,否,建筑业,北京分行
False,否,测试企业_42_优质有限公司,国有,2020,AA,0.0496,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",32102152.0,27538695.0,2201800,4563457,B,4437545,416809,369007,1,37701058,645449,100%,0,0,0,否,3912399,1150648,未命中,未命中,未命中,正常,364381,37559,95785,否,否,交通运输,上海分行
False,否,测试企业_43_优质有限公司,民营,2019,A,0.1495,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",28956650.0,19127646.0,4884001,9829004,A,7071000,291529,78020,4,30738227,4550790,100%,0,0,0,否,5342718,1588045,未命中,未命中,未命中,正常,301716,145548,48577,否,否,制造业,北京分行
False,否,测试企业_44_优质有限公司,外资,2013,A,0.1061,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",27757329.0,18398441.0,4616416,9358888,B,7890260,565749,311191,2,45507149,762424,100%,0,0,0,否,5203661,1126916,未命中,未命中,未命中,正常,378029,120879,137174,否,否,建筑业,广州分行
False,否,测试企业_45_优质有限公司,民营,2021,AA,0.0534,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",41883783.0,30490593.0,5713583,11393190,B,3051706,1773194,143596,3,18948201,4954901,100%,0,0,0,否,6911477,780891,未命中,未命中,未命中,正常,249305,117391,72203,否,否,建筑业,上海分行
False,否,测试企业_46_优质有限公司,外资,2018,AAA,0.1701,否,贷后检查：企业近期经营正常，无异常风险信号。,17188303.0,10816336.0,3103965,6371967,A,5897655,810236,50842,1,9587500,2306782,100%,0,0,0,否,17421255,4210755,未命中,未命中,未命中,正常,80320,9924,18323,否,否,批发零售,深圳分行
False,否,测试企业_47_优质有限公司,外资,2015,AA,0.066,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",44049213.0,33225367.0,5323819,10823846,B,1127095,298991,98494,3,33381518,4967671,100%,0,0,0,否,4313906,783871,未命中,未命中,未命中,正常,334258,119384,84239,否,否,餐饮业,北京分行
False,否,测试企业_48_优质有限公司,合资,2021,AAA,0.041,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",10277642.0,7835333.0,1202698,2442309,A,1010827,1388218,449701,4,19627090,2534581,100%,0,0,0,否,17745212,2662917,未命中,未命中,未命中,正常,148365,32358,70309,否,否,餐饮业,成都分行
True,是,测试企业_49_风险有限公司,民营,2013,C,0.65,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业库存积压，销售回款放缓。",10510755.0,13570565.0,-1521933,-3059810,C,38262,-303737,4895,5,13529319,4320641,63%,3,10,134370,是,7615919,6773057,命中,命中,命中,高风险,429123,377061,407502,否,否,批发零售,深圳分行
False,否,测试企业_50_优质有限公司,外资,2011,A,0.0416,否,贷后检查：企业近期经营正常，无异常风险信号。,20039005.0,14730543.0,2563473,5308462,B,8276366,217051,55499,2,48384200,2527891,100%,0,0,0,否,3931547,1476073,未命中,未命中,未命中,正常,97742,33026,23773,否,否,制造业,深圳分行
False,否,测试企业_51_优质有限公司,合资,2015,AA,0.0584,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",37653183.0,27463364.0,5038327,10189819,B,1547200,114237,168394,1,24090693,3646057,100%,0,0,0,否,13695408,2295687,未命中,未命中,未命中,正常,115475,19718,48856,否,否,建筑业,深圳分行
False,否,测试企业_52_优质有限公司,合资,2019,A,0.103,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",30572482.0,23170338.0,3705742,7402144,A,8290807,413200,151425,4,27506846,3626209,100%,0,0,0,否,13043751,5051538,未命中,未命中,未命中,正常,137911,57660,63336,否,否,批发零售,北京分行
False,否,测试企业_53_优质有限公司,民营,2014,AA,0.1649,否,贷后检查：企业近期经营正常，无异常风险信号。,14751553.0,10105206.0,2314239,4646347,B,9523073,854508,466574,2,31360971,3135308,100%,0,0,0,否,15428837,3913076,未命中,未命中,未命中,正常,167721,21066,78717,否,否,批发零售,深圳分行
False,否,测试企业_54_优质有限公司,国有,2022,AA,0.1837,否,贷后检查：企业近期经营正常，无异常风险信号。,41344085.0,30750533.0,5344800,10593552,B,1361737,1004434,67631,4,5346421,2088285,100%,0,0,0,否,19964573,5378448,未命中,未命中,未命中,正常,83084,33749,10359,否,否,制造业,上海分行
True,是,测试企业_55_风险有限公司,合资,2015,B,0.7346,是,"贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业实际控制人失联，风险陡增。",38677299.0,57143874.0,-9255752,-18466575,D,18058,-181341,3517,10,48427547,1628330,68%,3,7,609038,是,12965700,11910393,命中,命中,未命中,高风险,434123,409632,350999,否,是,餐饮业,广州分行
False,否,测试企业_56_优质有限公司,外资,2015,AA,0.1188,否,贷后检查：企业订单量稳定，现金流充裕。,30446828.0,24295064.0,3159266,6151764,A,6905100,1461448,204179,3,18967847,1626573,100%,0,0,0,否,13517304,5098362,未命中,未命中,未命中,正常,200404,33676,66810,否,否,计算机服务业,北京分行
False,否,测试企业_57_优质有限公司,合资,2010,A,0.1652,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",41007336.0,28484197.0,6206541,12523139,A,6804513,638252,129776,1,48336679,2738713,100%,0,0,0,否,3460012,739287,未命中,未命中,未命中,正常,350963,74340,155155,否,否,计算机服务业,深圳分行
False,否,测试企业_58_优质有限公司,国有,2020,A,0.0828,否,贷后检查：企业近期经营正常，无异常风险信号。,38253954.0,28093053.0,5150953,10160901,B,1970315,867990,188835,4,43040087,3760998,100%,0,0,0,否,12739116,4707798,未命中,未命中,未命中,正常,365223,130640,74943,否,否,交通运输,北京分行
False,否,测试企业_59_优质有限公司,民营,2016,AAA,0.0229,否,贷后检查：企业近期经营正常，无异常风险信号。,10729395.0,7606727.0,1525766,3122668,A,7390517,1972896,314867,4,28861153,3167397,100%,0,0,0,否,1885396,572604,未命中,未命中,未命中,正常,343633,117303,84254,否,否,制造业,成都分行
False,否,测试企业_60_优质有限公司,民营,2016,AA,0.0187,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",3033026.0,2617257.0,197188,415769,B,1243687,1084549,414932,4,8427814,4858882,100%,0,0,0,否,6519229,1430831,未命中,未命中,未命中,正常,256681,64760,99483,否,否,批发零售,北京分行
False,否,测试企业_61_优质有限公司,外资,2012,AAA,0.0868,否,贷后检查：企业订单量稳定，现金流充裕。,1577730.0,1365773.0,190443,211957,A,4158210,1012064,379507,2,48253360,1210246,100%,0,0,0,否,16659855,4577214,未命中,未命中,未命中,正常,111605,32535,29198,否,否,交通运输,广州分行
False,否,测试企业_62_优质有限公司,民营,2010,A,0.0856,否,贷后检查：企业订单量稳定，现金流充裕。,24419457.0,21566451.0,1485233,2853006,A,1152860,1477737,198820,3,11541763,3835442,100%,0,0,0,否,3127298,421249,未命中,未命中,未命中,正常,469200,151092,80223,否,否,批发零售,深圳分行
False,否,测试企业_63_优质有限公司,合资,2010,A,0.109,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",39166982.0,25002958.0,6988446,14164024,A,3097897,1370821,375298,4,41915615,4309351,100%,0,0,0,否,5906477,1114190,未命中,未命中,未命中,正常,420937,199044,182853,否,否,批发零售,成都分行
False,否,测试企业_64_优质有限公司,民营,2021,A,0.1815,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",12278124.0,8661152.0,1732704,3616972,A,6029709,1860948,101928,4,41505729,1531758,100%,0,0,0,否,4414297,1136690,未命中,未命中,未命中,正常,421725,79754,147111,否,否,餐饮业,上海分行
False,否,测试企业_65_优质有限公司,外资,2017,A,0.1887,否,贷后检查：企业订单量稳定，现金流充裕。,25621630.0,22333960.0,1624703,3287670,B,3019196,101782,126480,4,32388613,2659687,100%,0,0,0,否,3842879,830879,未命中,未命中,未命中,正常,309477,61084,80290,否,否,批发零售,深圳分行
False,否,测试企业_66_优质有限公司,外资,2014,AAA,0.1738,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",4957083.0,4144365.0,425403,812718,A,8811118,1764370,493497,2,39841407,3568481,100%,0,0,0,否,5122591,1153758,未命中,未命中,未命中,正常,356468,90892,124851,否,否,交通运输,北京分行
False,否,测试企业_67_优质有限公司,外资,2015,A,0.0321,否,贷后检查：企业订单量稳定，现金流充裕。,48987068.0,35381428.0,6839963,13605640,A,9501640,887414,340279,2,34237574,1354962,100%,0,0,0,否,6061517,1950232,未命中,未命中,未命中,正常,404869,153362,42045,否,否,交通运输,北京分行
False,否,测试企业_68_优质有限公司,外资,2015,AAA,0.1923,否,贷后检查：企业近期经营正常，无异常风险信号。,36319389.0,29300467.0,3526784,7018922,B,2643464,1895418,186361,3,23523279,2937956,100%,0,0,0,否,16341984,4332651,未命中,未命中,未命中,正常,213092,51003,25275,否,否,批发零售,广州分行
True,是,测试企业_69_风险有限公司,合资,2012,B,0.7478,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。",20012685.0,23443306.0,-1617348,-3430621,C,32221,-272611,802,8,46203033,4169260,65%,4,9,164693,是,3461687,3199016,命中,未命中,命中,高风险,195772,193813,167741,是,否,建筑业,成都分行
False,否,测试企业_70_优质有限公司,外资,2011,AAA,0.1796,否,贷后检查：企业近期经营正常，无异常风险信号。,42319597.0,32897120.0,4656739,9422477,B,1437379,784327,474454,2,40249271,4733199,100%,0,0,0,否,4529673,1194651,未命中,未命中,未命中,正常,197012,75278,41742,否,否,批发零售,广州分行
False,否,测试企业_71_优质有限公司,外资,2012,AA,0.1371,否,贷后检查：企业订单量稳定，现金流充裕。,35718378.0,25575613.0,5069339,10142765,A,4228107,259263,490149,1,47085693,4140163,100%,0,0,0,否,9074183,2453063,未命中,未命中,未命中,正常,52605,23968,22260,否,否,制造业,上海分行
False,否,测试企业_72_优质有限公司,国有,2015,AA,0.1094,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",16435788.0,13042222.0,1796336,3393566,B,8107851,1937265,141785,3,43603264,1050868,100%,0,0,0,否,6084467,1923032,未命中,未命中,未命中,正常,466118,152899,206989,否,否,计算机服务业,深圳分行
False,否,测试企业_73_优质有限公司,合资,2016,A,0.1705,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",42692854.0,33603933.0,4582750,9088921,A,9126145,1197874,407534,4,40097533,876746,100%,0,0,0,否,12166545,4404470,未命中,未命中,未命中,正常,345893,51482,71958,否,否,交通运输,深圳分行
False,否,测试企业_74_优质有限公司,外资,2012,AA,0.0665,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",34630398.0,30766511.0,1994416,3863887,B,6196636,1719021,203457,2,37236054,2856842,100%,0,0,0,否,6316255,2205314,未命中,未命中,未命中,正常,466106,64622,129623,否,否,交通运输,上海分行
False,否,测试企业_75_优质有限公司,民营,2022,AAA,0.0587,否,贷后检查：企业近期经营正常，无异常风险信号。,29467263.0,20902363.0,4186905,8564900,A,6836683,127730,204423,3,42897337,1030930,100%,0,0,0,否,10672582,1459015,未命中,未命中,未命中,正常,90144,17360,13645,否,否,制造业,广州分行
False,否,测试企业_76_优质有限公司,国有,2021,A,0.0477,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",16801256.0,14361779.0,1190168,2439477,B,7254992,1460361,224312,4,38118620,1906396,100%,0,0,0,否,4955394,1021818,未命中,未命中,未命中,正常,485833,230044,66373,否,否,批发零售,北京分行
False,否,测试企业_77_优质有限公司,国有,2017,AAA,0.0176,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",42625977.0,32410336.0,5071456,10215641,B,8406792,1573705,300389,1,16834646,3270385,100%,0,0,0,否,7383328,789124,未命中,未命中,未命中,正常,141750,31407,21050,否,否,交通运输,广州分行
